date,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,season
"Nov 28, 2007",SAS (13-3),PHO (11-4),UTA (11-5),DAL (10-5),NOH (10-6),DEN (9-6),LAL (8-6),HOU (9-7),GSW (7-7),LAC (6-7),MEM (5-10) T11,POR (5-10) T11,SAC (5-10) T11,MIN (2-11),SEA (2-14),2008
"Nov 29, 2007",SAS (13-3),PHO (11-4),UTA (11-5),DAL (10-5),NOH (10-6),LAL (9-6),DEN (9-7),GSW (8-7),HOU (9-8),LAC (6-7),MEM (5-10) T11,POR (5-10) T11,SAC (5-10) T11,MIN (2-11),SEA (2-14),2008
"Nov 30, 2007",SAS (14-3),PHO (12-4),UTA (12-5),DAL (11-5),NOH (11-6),DEN (10-7),LAL (9-7),GSW (8-7),HOU (9-8),LAC (6-8),MEM (5-10) T11,SAC (5-10) T11,POR (5-11),SEA (3-14),MIN (2-12),2008
"Dec 1, 2007",SAS (14-3),PHO (12-4),UTA (12-5),NOH (12-6),DAL (11-6),DEN (10-7),LAL (9-7),GSW (8-7),HOU (9-9),LAC (6-8),MEM (6-10) T11,SAC (6-10) T11,POR (5-11),SEA (3-14),MIN (2-13),2008
"Dec 2, 2007",SAS (15-3),PHO (13-4),UTA (12-5),NOH (12-6),DAL (11-6),DEN (11-7),GSW (9-7),LAL (9-8),HOU (9-9),LAC (6-9),MEM (6-10) T11,SAC (6-10) T11,POR (5-12),SEA (3-15),MIN (2-13),2008
"Dec 3, 2007",SAS (15-3),PHO (13-4),UTA (13-5),DAL (12-6) T4,NOH (12-6) T4,DEN (11-7),GSW (9-8) T7,LAL (9-8) T7,HOU (9-9),LAC (6-9),SAC (6-10),MEM (6-11),POR (6-12),SEA (3-15),MIN (2-13),2008
"Dec 4, 2007",SAS (15-3),PHO (14-4),UTA (13-6),DAL (12-6) T4,NOH (12-6) T4,DEN (11-7),LAL (10-8),GSW (9-8),HOU (9-9),SAC (7-10),LAC (6-10),MEM (6-11),POR (6-12),SEA (3-15),MIN (2-14),2008
"Dec 5, 2007",SAS (16-3),PHO (15-4),UTA (13-6),DAL (12-7) T4,NOH (12-7) T4,DEN (11-8) T6,LAL (11-8) T6,GSW (10-8),HOU (10-9),SAC (7-10),LAC (6-11),MEM (6-12) T12,POR (6-12) T12,SEA (4-15),MIN (2-14),2008
"Dec 6, 2007",SAS (16-3),PHO (15-4),UTA (13-6),NOH (12-7),DAL (12-8) T5,DEN (12-8) T5,LAL (11-8),GSW (10-8),HOU (10-9),SAC (7-10),POR (7-12),LAC (6-11),MEM (6-12),SEA (4-15),MIN (2-15),2008
"Dec 7, 2007",SAS (17-3),PHO (16-4),NOH (13-7) T3,UTA (13-7) T3,DAL (12-8) T5,DEN (12-8) T5,GSW (11-8) T7,LAL (11-8) T7,HOU (11-9),LAC (7-11) T10,SAC (7-11) T10,POR (7-12),MEM (6-13),SEA (5-15),MIN (2-15),2008
"Dec 8, 2007",SAS (17-3),PHO (16-5),NOH (13-7),DAL (13-8) T4,DEN (13-8) T4,UTA (13-8) T4,GSW (11-8) T7,LAL (11-8) T7,HOU (11-9),LAC (7-11),POR (7-12) T11,SAC (7-12) T11,MEM (6-14),SEA (5-15),MIN (3-15),2008
"Dec 9, 2007",SAS (17-3),PHO (16-5),NOH (14-7),DAL (13-8) T4,DEN (13-8) T4,UTA (13-8) T4,LAL (12-8),GSW (11-9),HOU (11-10),POR (8-12),LAC (7-12) T11,SAC (7-12) T11,MEM (6-14),SEA (5-16),MIN (3-15),2008
"Dec 10, 2007",SAS (17-3),PHO (16-6),NOH (14-7),DAL (14-8),DEN (13-8) T5,UTA (13-8) T5,LAL (12-8),GSW (11-9),HOU (11-11),POR (8-12) T10,SAC (8-12) T10,LAC (7-12),MEM (6-14),SEA (5-16),MIN (3-15),2008
"Dec 11, 2007",SAS (17-4),PHO (16-6),NOH (14-7),DAL (14-8),DEN (13-8),LAL (12-8),UTA (13-9),GSW (12-9),HOU (11-11),POR (9-12),LAC (8-12) T11,SAC (8-12) T11,MEM (6-15),SEA (5-17),MIN (3-16),2008
"Dec 12, 2007",SAS (17-4),PHO (17-6),DEN (14-8) T3,NOH (14-8) T3,DAL (14-9),LAL (12-8),UTA (13-10),GSW (12-10),HOU (12-11),POR (10-12),LAC (8-13) T11,SAC (8-13) T11,MEM (6-15),SEA (6-17),MIN (3-17),2008
"Dec 13, 2007",SAS (17-5),PHO (17-6),DEN (14-8) T3,NOH (14-8) T3,LAL (13-8),DAL (14-9),UTA (13-10),GSW (12-10),HOU (12-11),POR (10-12),LAC (8-13) T11,SAC (8-13) T11,MEM (6-15),SEA (6-17),MIN (3-17),2008
"Dec 14, 2007",SAS (17-5),PHO (17-6),DEN (14-8),DAL (15-9),NOH (14-9),LAL (13-9),GSW (13-10),UTA (13-11),HOU (12-11),POR (11-12),LAC (9-13) T11,SAC (9-13) T11,SEA (7-17),MEM (6-16),MIN (3-18),2008
"Dec 15, 2007",SAS (18-5),PHO (17-7),DAL (16-9),NOH (15-9),DEN (14-9),LAL (13-9),GSW (13-10),UTA (14-11),HOU (12-12),POR (11-12),LAC (9-13),SAC (9-14),MEM (7-16),SEA (7-18),MIN (3-19),2008
"Dec 16, 2007",SAS (18-5),PHO (17-7),DAL (16-9),NOH (15-9),LAL (14-9),DEN (14-10),UTA (14-11),GSW (13-11),HOU (12-12) T9,POR (12-12) T9,LAC (9-14) T11,SAC (9-14) T11,MEM (7-16),SEA (7-18),MIN (3-19),2008
"Dec 17, 2007",SAS (18-6),PHO (18-7),DAL (17-9),LAL (14-9),NOH (15-10),DEN (14-10),GSW (14-11),UTA (14-12),POR (13-12),HOU (12-12),LAC (9-14) T11,SAC (9-14) T11,MEM (7-17),SEA (7-18),MIN (3-20),2008
"Dec 18, 2007",SAS (18-6),PHO (18-7),DAL (17-9),LAL (15-9),NOH (15-10),DEN (14-10),GSW (14-11),UTA (14-12),POR (13-12),HOU (12-12),SAC (10-14),LAC (9-15),MEM (7-17),SEA (7-18),MIN (3-20),2008
"Dec 19, 2007",SAS (18-7),PHO (18-8),DAL (18-9),LAL (15-9),NOH (16-10),DEN (14-10),GSW (15-11),POR (14-12),UTA (14-13),HOU (12-13),SAC (11-14),LAC (9-15),MEM (8-17),SEA (7-19),MIN (3-21),2008
"Dec 20, 2007",SAS (18-7),PHO (18-8),DAL (18-9),NOH (16-10),DEN (15-10) T5,LAL (15-10) T5,GSW (15-11),POR (14-12),UTA (14-13),HOU (12-14),SAC (11-14),LAC (9-15),MEM (8-17),SEA (7-19),MIN (3-21),2008
"Dec 21, 2007",SAS (18-7),PHO (18-8),DAL (19-9),LAL (16-10) T4,NOH (16-10) T4,DEN (15-11) T6,GSW (15-11) T6,POR (15-12),UTA (15-13),HOU (12-14),SAC (11-14),LAC (9-16),MEM (8-18),SEA (8-19),MIN (4-21),2008
"Dec 22, 2007",SAS (19-7),PHO (19-8),DAL (19-9),NOH (17-10),LAL (16-10),DEN (15-11),GSW (15-12) T7,POR (15-12) T7,UTA (15-14),HOU (13-14),SAC (11-14),LAC (9-17),MEM (8-19) T13,SEA (8-19) T13,MIN (4-22),2008
"Dec 23, 2007",SAS (19-7),PHO (19-8),DAL (19-9),LAL (17-10) T4,NOH (17-10) T4,DEN (16-11),GSW (16-12),POR (15-12),UTA (15-14),HOU (13-15),SAC (11-15),LAC (9-17),MEM (8-19) T13,SEA (8-19) T13,MIN (4-22),2008
"Dec 25, 2007",SAS (19-7),DAL (19-9) T2,PHO (19-9) T2,LAL (18-10),NOH (17-10),DEN (16-11),GSW (16-12) T7,POR (16-12) T7,UTA (15-14),HOU (13-15),SAC (11-15),LAC (9-17),MEM (8-19),SEA (8-20),MIN (4-22),2008
"Dec 26, 2007",SAS (20-7),PHO (19-9),DAL (19-10),LAL (18-10) T4,NOH (18-10) T4,DEN (17-11),GSW (17-12),POR (16-12),UTA (16-14),HOU (13-15),SAC (11-16),LAC (9-17),MEM (8-20) T13,SEA (8-20) T13,MIN (4-23),2008
"Dec 27, 2007",SAS (20-7),PHO (20-9),LAL (18-10) T3,NOH (18-10) T3,DAL (19-11),DEN (17-11),GSW (17-12),POR (16-12),UTA (16-14),HOU (13-15),SAC (11-16),LAC (9-18),MEM (8-20),SEA (8-21),MIN (4-23),2008
"Dec 28, 2007",SAS (20-8),PHO (21-9),LAL (19-10) T3,NOH (19-10) T3,DAL (19-11),DEN (18-11),POR (17-12),GSW (17-13),UTA (16-15),HOU (14-15),SAC (11-17),LAC (9-19),MEM (8-21) T13,SEA (8-21) T13,MIN (4-24),2008
"Dec 29, 2007",SAS (20-8),PHO (21-9),NOH (20-10),LAL (19-10),DAL (20-11),DEN (18-11),POR (17-12),GSW (17-13),UTA (16-16) T9,HOU (15-15) T9,SAC (11-17),LAC (9-19),SEA (9-21),MEM (8-21),MIN (4-25),2008
"Dec 30, 2007",SAS (21-8),PHO (22-9),NOH (20-10),DAL (20-11),LAL (19-11),DEN (18-12) T6,POR (18-12) T6,GSW (18-13),UTA (16-16) T9,HOU (15-15) T9,SAC (11-18),LAC (9-19),SEA (9-21),MEM (8-22),MIN (4-25),2008
"Dec 31, 2007",SAS (21-8),PHO (22-9),DAL (20-11) T3,NOH (20-11) T3,LAL (19-11),DEN (18-12),GSW (19-13),POR (18-13),UTA (17-16),HOU (15-16),SAC (11-18),LAC (10-19),SEA (9-22),MEM (8-22),MIN (4-26),2008
"Jan 2, 2008",SAS (21-8),PHO (22-9),DAL (21-11) T3,NOH (21-11) T3,LAL (19-11),DEN (18-12),POR (19-13),GSW (19-14),UTA (18-16),HOU (15-17),SAC (12-18),LAC (10-20),MEM (9-22) T13,SEA (9-22) T13,MIN (4-27),2008
"Jan 3, 2008",PHO (23-9),SAS (21-9),DAL (21-11) T3,NOH (21-11) T3,LAL (19-11),DEN (19-12),POR (20-13),GSW (19-14),UTA (18-16),HOU (15-17),SAC (12-18),LAC (10-20),MEM (9-22),SEA (9-23),MIN (4-27),2008
"Jan 4, 2008",PHO (23-9),SAS (22-9),DAL (22-11) T3,NOH (22-11) T3,LAL (20-11),DEN (20-12),POR (20-13),GSW (19-15),UTA (18-16),HOU (16-17),SAC (12-19),LAC (10-20),MEM (9-23) T13,SEA (9-23) T13,MIN (4-28),2008
"Jan 5, 2008",SAS (22-9),PHO (23-10),NOH (23-11),DAL (22-11),LAL (20-11),DEN (20-12),POR (21-13),GSW (19-15),UTA (18-17),HOU (17-17),SAC (12-20),LAC (10-20),MEM (9-23) T13,SEA (9-23) T13,MIN (4-28),2008
"Jan 6, 2008",SAS (23-9),PHO (23-10),DAL (23-11) T3,NOH (23-11) T3,LAL (21-11),DEN (21-12),POR (21-13),GSW (19-15),UTA (18-17),HOU (17-17),SAC (12-20),LAC (10-21),MEM (10-23),SEA (9-24),MIN (4-29),2008
"Jan 7, 2008",PHO (24-10),SAS (23-10),DAL (23-11) T3,NOH (23-11) T3,LAL (21-11),DEN (21-13) T6,POR (21-13) T6,GSW (20-15),UTA (18-17),HOU (17-17),SAC (12-20),LAC (10-21),MEM (10-23),SEA (9-24),MIN (4-29),2008
"Jan 8, 2008",PHO (24-10),SAS (23-10),DAL (23-11) T3,NOH (23-11) T3,LAL (22-11),DEN (21-13) T6,POR (21-13) T6,GSW (20-15),UTA (19-17),HOU (18-17),SAC (13-20),LAC (10-21),MEM (10-24),SEA (9-25),MIN (5-29),2008
"Jan 9, 2008",PHO (25-10),SAS (23-10),DAL (24-11),LAL (23-11),NOH (23-12),POR (22-13),DEN (21-13),GSW (20-16),HOU (19-17) T9,UTA (19-17) T9,SAC (13-20),LAC (10-22),MEM (10-24),SEA (9-26),MIN (5-29),2008
"Jan 10, 2008",PHO (25-11),DAL (24-11),LAL (23-11) T3,SAS (23-11) T3,NOH (23-12),POR (22-13),DEN (21-13),GSW (20-16),UTA (20-17),HOU (19-17),SAC (14-20),LAC (10-22),MEM (10-25),SEA (9-26),MIN (5-29),2008
"Jan 11, 2008",DAL (25-11) T1,PHO (25-11) T1,LAL (24-11),SAS (23-11),NOH (24-12),DEN (22-13) T6,POR (22-13) T6,GSW (21-16),HOU (20-17) T9,UTA (20-17) T9,SAC (14-20),LAC (10-22),MEM (10-26),SEA (9-27),MIN (5-30),2008
"Jan 12, 2008",DAL (26-11) T1,PHO (26-11) T1,LAL (24-11) T3,SAS (24-11) T3,NOH (24-12),DEN (22-13) T6,POR (22-13) T6,GSW (21-16),UTA (21-17),HOU (20-17),SAC (14-21),LAC (10-23),MEM (10-26),SEA (9-27),MIN (5-31),2008
"Jan 13, 2008",DAL (26-11) T1,PHO (26-11) T1,LAL (25-11),SAS (24-11),NOH (25-12),DEN (22-13),POR (22-14),GSW (22-16),UTA (21-17),HOU (20-18),SAC (14-21),LAC (10-23),MEM (10-27),SEA (9-27),MIN (5-31),2008
"Jan 14, 2008",LAL (26-11) T1,PHO (26-11) T1,SAS (25-11),DAL (26-12),NOH (25-12),POR (23-14),DEN (22-14),GSW (22-16),UTA (22-17),HOU (20-18),SAC (15-21),LAC (10-23),MEM (10-27),SEA (9-28),MIN (5-31),2008
"Jan 15, 2008",LAL (26-11),SAS (25-11),DAL (26-12) T3,PHO (26-12) T3,NOH (25-12),POR (23-14),DEN (22-15),GSW (23-16),UTA (22-17),HOU (20-19),SAC (15-21),LAC (11-23),MEM (10-28),SEA (9-28),MIN (5-32),2008
"Jan 16, 2008",LAL (26-11),SAS (25-11),DAL (26-12) T3,NOH (26-12) T3,PHO (26-12) T3,POR (23-15),DEN (22-15),GSW (23-17),UTA (22-17),HOU (20-19),SAC (15-22),LAC (11-23),MEM (10-28),SEA (9-29),MIN (5-32),2008
"Jan 17, 2008",PHO (27-12),DAL (26-12) T2,LAL (26-12) T2,NOH (26-12) T2,SAS (25-12),DEN (23-15) T6,POR (23-15) T6,GSW (23-17),UTA (22-18),HOU (20-19),SAC (15-22),LAC (11-23),MEM (10-28),SEA (9-29),MIN (5-32),2008
"Jan 18, 2008",PHO (28-12),NOH (27-12),DAL (26-12) T3,LAL (26-12) T3,SAS (25-12),POR (24-15),DEN (23-15),GSW (24-17),UTA (23-18),HOU (20-19),SAC (16-22),LAC (11-24),MEM (11-28),SEA (9-30),MIN (5-33),2008
"Jan 19, 2008",PHO (28-12),DAL (27-12) T2,NOH (27-12) T2,LAL (26-12),SAS (25-13),DEN (24-15),POR (24-16),GSW (25-17),UTA (23-18),HOU (21-19),SAC (17-22),LAC (12-24),MEM (11-29),SEA (9-31),MIN (5-34),2008
"Jan 20, 2008",PHO (29-12),DAL (27-12) T2,NOH (27-12) T2,LAL (26-12),SAS (25-13),DEN (24-15),POR (24-16),GSW (25-17),UTA (23-18),HOU (21-19),SAC (17-22),LAC (12-24),MEM (11-29),SEA (9-31),MIN (5-34),2008
"Jan 21, 2008",PHO (29-12),NOH (28-12),LAL (27-12),DAL (27-13),SAS (26-13),POR (25-16),DEN (24-16),GSW (25-18),UTA (24-18),HOU (22-19),SAC (17-22),LAC (12-25),MEM (12-29),SEA (9-32),MIN (6-34),2008
"Jan 22, 2008",PHO (30-12),NOH (28-12),LAL (27-12),DAL (27-13),SAS (26-13),POR (25-16),DEN (24-16),GSW (25-18),UTA (24-18),HOU (22-19),SAC (18-22),LAC (12-25),MEM (12-29),SEA (9-32),MIN (6-34),2008
"Jan 23, 2008",NOH (29-12),PHO (30-13),DAL (28-13),LAL (27-13) T4,SAS (27-13) T4,DEN (25-16),POR (25-17),GSW (25-18),UTA (24-18),HOU (23-19),SAC (18-23),LAC (13-25),MEM (12-30),SEA (9-33),MIN (7-34),2008
"Jan 24, 2008",NOH (29-12),PHO (30-13),DAL (28-13) T3,SAS (28-13) T3,LAL (27-13),DEN (25-16),POR (25-17),GSW (26-18),UTA (24-18),HOU (23-19),SAC (18-23),LAC (13-25),MEM (12-30),SEA (9-33),MIN (7-34),2008
"Jan 25, 2008",NOH (30-12),PHO (31-13),DAL (29-13),SAS (28-13),LAL (27-14),DEN (26-16),GSW (26-18),POR (25-18) T8,UTA (25-18) T8,HOU (24-19),SAC (18-24),LAC (13-26),MEM (12-31),SEA (9-34),MIN (7-35),2008
"Jan 26, 2008",NOH (31-12),PHO (31-13),DAL (29-13),SAS (28-14),LAL (27-14),DEN (26-16),GSW (26-18),POR (25-18) T8,UTA (25-18) T8,HOU (24-19),SAC (18-24),LAC (13-27),MEM (13-31),SEA (9-34),MIN (7-35),2008
"Jan 27, 2008",NOH (31-12),PHO (32-13),DAL (30-13),SAS (28-14),LAL (27-15),DEN (26-17),GSW (27-18),POR (26-18) T8,UTA (26-18) T8,HOU (24-20),SAC (19-24),LAC (13-27),MEM (13-31),SEA (9-35),MIN (8-35),2008
"Jan 28, 2008",NOH (32-12),PHO (32-13),DAL (31-13),SAS (28-15),LAL (27-15),GSW (27-18) T6,UTA (27-18) T6,DEN (26-18) T8,POR (26-18) T8,HOU (24-20),SAC (19-24),LAC (13-28),MEM (13-32),SEA (9-35),MIN (8-35),2008
"Jan 29, 2008",NOH (32-12),PHO (33-13),DAL (31-13),LAL (28-15),SAS (28-16),UTA (27-18),DEN (26-18) T7,POR (26-18) T7,GSW (27-19),HOU (25-20),SAC (19-24),LAC (13-28),MEM (13-32),SEA (10-35),MIN (8-36),2008
"Jan 30, 2008",PHO (33-13),NOH (32-13),DAL (31-13),LAL (28-15),SAS (28-16),UTA (28-18),DEN (27-18),GSW (28-19),POR (26-19),HOU (25-20),SAC (20-24),LAC (14-28),MEM (13-33),SEA (10-35),MIN (9-36),2008
"Jan 31, 2008",NOH (32-13),PHO (33-14),DAL (31-14),SAS (29-16),LAL (28-16),UTA (28-18),DEN (27-18),GSW (28-19),POR (26-19),HOU (25-20),SAC (20-24),LAC (14-28),MEM (13-33),SEA (11-35),MIN (9-36),2008
"Feb 1, 2008",PHO (33-14),NOH (32-14),DAL (31-14),LAL (29-16) T4,SAS (29-16) T4,UTA (29-18),GSW (29-19),DEN (27-18),POR (27-19),HOU (26-20),SAC (21-24),LAC (14-29),MEM (13-33),SEA (11-35),MIN (10-36),2008
"Feb 2, 2008",PHO (33-14),NOH (32-14),DAL (31-14),LAL (29-16) T4,SAS (29-16) T4,UTA (30-18),DEN (28-18),GSW (29-19),POR (27-19),HOU (27-20),SAC (22-24),LAC (14-30),MEM (13-34),SEA (12-35),MIN (10-36),2008
"Feb 3, 2008",PHO (33-14),NOH (32-14),DAL (31-15),LAL (30-16),SAS (29-16),UTA (30-18),DEN (28-18),GSW (29-19),POR (27-19),HOU (27-20),SAC (22-24),LAC (14-30),MEM (13-34),SEA (12-35),MIN (10-36),2008
"Feb 4, 2008",PHO (34-14),DAL (32-15) T2,NOH (32-15) T2,LAL (30-16),SAS (29-16),UTA (31-18),DEN (29-18),GSW (29-19),HOU (28-20),POR (27-20),SAC (22-24),LAC (15-30),MEM (13-34),SEA (12-36),MIN (10-37),2008
"Feb 5, 2008",PHO (34-14),DAL (32-15) T2,NOH (32-15) T2,LAL (31-16),SAS (30-16),UTA (31-18),DEN (29-18),GSW (29-19),HOU (28-20),POR (27-20),SAC (22-24),LAC (15-30),MEM (13-35),SEA (12-36),MIN (10-37),2008
"Feb 6, 2008",PHO (34-15),DAL (33-15) T2,NOH (33-15) T2,SAS (31-16),LAL (31-17),UTA (32-18),DEN (29-19) T7,GSW (29-19) T7,HOU (28-20) T9,POR (28-20) T9,SAC (22-25),LAC (15-31),MEM (13-35),SEA (13-36),MIN (10-37),2008
"Feb 7, 2008",PHO (34-15),DAL (33-15) T2,NOH (33-15) T2,SAS (31-16),LAL (31-17),UTA (32-18),DEN (29-19),GSW (29-20) T8,HOU (29-20) T8,POR (28-20),SAC (22-25),LAC (15-31),MEM (13-35),SEA (13-36),MIN (10-37),2008
"Feb 8, 2008",PHO (35-15),DAL (34-15),NOH (33-15),SAS (32-16),LAL (32-17),UTA (32-19),DEN (30-19),GSW (29-20) T8,HOU (29-20) T8,POR (28-21),SAC (23-25),LAC (16-31),MEM (13-36),SEA (13-37),MIN (10-38),2008
"Feb 9, 2008",PHO (35-15),DAL (34-15) T2,NOH (34-15) T2,SAS (32-16),LAL (32-17),UTA (33-19),DEN (30-19),GSW (30-20) T8,HOU (30-20) T8,POR (28-22),SAC (23-26),LAC (16-32),MEM (13-37) T13,SEA (13-37) T13,MIN (10-38),2008
"Feb 10, 2008",PHO (36-15),NOH (34-15),DAL (34-16),LAL (33-17),SAS (32-17),UTA (33-19),DEN (31-19),GSW (30-20) T8,HOU (30-20) T8,POR (28-22),SAC (23-26),LAC (16-32),MEM (13-37) T13,SEA (13-37) T13,MIN (10-39),2008
"Feb 11, 2008",PHO (36-15),NOH (34-15),DAL (34-17) T3,LAL (34-17) T3,SAS (33-17),UTA (33-19),DEN (31-19),GSW (31-20) T8,HOU (31-20) T8,POR (28-23),SAC (23-26),LAC (17-32),MEM (13-37) T13,SEA (13-37) T13,MIN (10-39),2008
"Feb 12, 2008",PHO (36-15),NOH (35-15),DAL (34-17) T3,LAL (34-17) T3,SAS (33-17),UTA (33-19),DEN (32-19),GSW (31-20) T8,HOU (31-20) T8,POR (28-23),SAC (23-27),LAC (17-32),MEM (14-37),SEA (13-37),MIN (10-40),2008
"Feb 13, 2008",NOH (36-15),PHO (36-16),DAL (35-17) T3,LAL (35-17) T3,SAS (34-17),UTA (34-19),DEN (32-20) T7,GSW (32-20) T7,HOU (32-20) T7,POR (28-24),SAC (23-28),LAC (17-33),MEM (14-38),SEA (13-38),MIN (10-41),2008
"Feb 14, 2008",NOH (36-15),PHO (37-16),LAL (35-17),SAS (34-17),DAL (35-18),UTA (34-19),DEN (32-20) T7,GSW (32-20) T7,HOU (32-20) T7,POR (28-24),SAC (23-28),LAC (17-33),MEM (14-38),SEA (13-38),MIN (10-41),2008
"Feb 19, 2008",NOH (36-15),PHO (37-16),LAL (36-17),SAS (35-17),DAL (35-18),UTA (35-19),DEN (33-20) T7,HOU (33-20) T7,GSW (32-21),POR (28-25),SAC (24-28),LAC (17-33),SEA (14-38),MEM (14-39),MIN (11-41),2008
"Feb 20, 2008",NOH (37-15),LAL (37-17) T2,PHO (37-17) T2,SAS (35-17),DAL (35-19) T5,UTA (35-19) T5,DEN (33-20) T7,HOU (33-20) T7,GSW (33-21),POR (28-25),SAC (25-28),LAC (18-33),SEA (14-38),MEM (14-40),MIN (11-41),2008
"Feb 21, 2008",NOH (37-15),LAL (37-17) T2,PHO (37-17) T2,SAS (36-17),DAL (35-19) T5,UTA (35-19) T5,HOU (34-20),DEN (33-20),GSW (33-21),POR (29-25),SAC (25-28),LAC (18-33),SEA (14-39),MEM (14-40),MIN (11-42),2008
"Feb 22, 2008",NOH (37-16),PHO (38-17),LAL (37-17),SAS (36-17),DAL (36-19),HOU (35-20) T6,UTA (35-20) T6,DEN (33-21),GSW (33-22),POR (29-26),SAC (26-28),LAC (19-33),SEA (15-39),MEM (14-41),MIN (11-42),2008
"Feb 23, 2008",LAL (38-17) T1,PHO (38-17) T1,NOH (37-17) T3,SAS (37-17) T3,DAL (36-19),UTA (36-20),HOU (35-20),DEN (33-22) T8,GSW (33-22) T8,POR (29-26),SAC (26-28),LAC (19-34),SEA (15-39),MEM (14-41),MIN (11-42),2008
"Feb 24, 2008",LAL (39-17),NOH (37-17) T2,SAS (37-17) T2,PHO (38-18),DAL (37-19),HOU (36-20) T6,UTA (36-20) T6,DEN (33-22) T8,GSW (33-22) T8,POR (29-27),SAC (26-29),LAC (19-34),SEA (15-40),MEM (14-42),MIN (11-43),2008
"Feb 25, 2008",LAL (39-17),SAS (38-17),PHO (38-18),NOH (37-18),DAL (38-19),HOU (36-20) T6,UTA (36-20) T6,GSW (33-22),DEN (33-23),POR (29-27),SAC (26-29),LAC (19-35),SEA (15-40),MEM (14-42),MIN (11-43),2008
"Feb 26, 2008",LAL (40-17),SAS (38-17),PHO (39-18),NOH (37-18),DAL (38-19),HOU (37-20),UTA (36-21),GSW (34-22),DEN (33-23),POR (29-28),SAC (26-30),LAC (19-35),SEA (15-41),MEM (14-43),MIN (12-43),2008
"Feb 27, 2008",LAL (40-17),SAS (38-17),NOH (38-18),PHO (39-19),DAL (38-19),HOU (37-20),UTA (37-21),GSW (34-22),DEN (34-23),POR (30-28),SAC (26-31),LAC (19-36),SEA (15-42),MEM (14-43),MIN (12-44),2008
"Feb 28, 2008",LAL (41-17),SAS (39-17),NOH (38-18),PHO (39-19),DAL (38-20),HOU (37-20),UTA (37-21),GSW (34-22),DEN (34-23),POR (30-28),SAC (26-31),LAC (19-36),SEA (15-42),MEM (14-43),MIN (12-44),2008
"Feb 29, 2008",SAS (39-17),LAL (41-18),NOH (39-18),PHO (39-19),DAL (39-20),HOU (38-20),UTA (37-22),GSW (35-22),DEN (35-23),POR (31-28),SAC (26-32),LAC (19-37),SEA (15-43),MEM (14-44),MIN (12-45),2008
"Mar 1, 2008",SAS (40-17),LAL (41-18),NOH (39-18),DAL (39-20) T4,PHO (39-20) T4,HOU (38-20),UTA (38-22),GSW (35-22),DEN (35-23),POR (31-28),SAC (26-32),LAC (19-38),SEA (15-43),MEM (14-45),MIN (12-45),2008
"Mar 2, 2008",SAS (41-17),LAL (42-18),NOH (39-19),HOU (39-20) T4,PHO (39-20) T4,DAL (39-21),UTA (38-22),GSW (36-22),DEN (35-24),POR (31-29),SAC (27-32),LAC (19-38),SEA (16-43),MEM (14-45),MIN (12-46),2008
"Mar 3, 2008",SAS (41-17),LAL (42-18),NOH (40-19),HOU (39-20) T4,PHO (39-20) T4,DAL (39-22) T6,UTA (39-22) T6,GSW (36-22),DEN (35-24),POR (31-29),SAC (27-32),LAC (19-39),SEA (16-43),MEM (14-45),MIN (12-46),2008
"Mar 4, 2008",SAS (42-17),LAL (43-18),NOH (40-19),PHO (40-20),HOU (39-20),DAL (39-22) T6,UTA (39-22) T6,GSW (37-22),DEN (35-24),POR (31-30),SAC (27-33),LAC (19-39),SEA (16-44),MEM (14-46),MIN (12-47),2008
"Mar 5, 2008",SAS (42-17),LAL (43-18),NOH (41-19),HOU (40-20),PHO (40-21),UTA (40-22),DAL (39-22),GSW (37-23),DEN (36-24),POR (31-30),SAC (27-34),LAC (20-39),SEA (16-45),MEM (15-46),MIN (12-48),2008
"Mar 6, 2008",SAS (43-17),LAL (43-18),NOH (41-19),HOU (41-20),PHO (40-21),UTA (40-22),DAL (39-23),GSW (37-23),DEN (36-24),POR (31-30),SAC (27-34),LAC (20-39),SEA (16-45),MEM (15-46),MIN (12-48),2008
"Mar 7, 2008",LAL (44-18),SAS (43-18),NOH (42-19),HOU (41-20),UTA (41-22),PHO (40-22),DAL (39-23),GSW (38-23),DEN (37-24),POR (32-30),SAC (27-35),LAC (20-40),SEA (16-46),MEM (15-46),MIN (13-48),2008
"Mar 8, 2008",LAL (44-18),SAS (43-18),HOU (42-20) T3,NOH (42-20) T3,UTA (42-22),PHO (40-22),DAL (40-23),GSW (39-23),DEN (37-25),POR (33-30),SAC (27-35),LAC (20-41),SEA (16-46),MEM (15-47),MIN (14-48),2008
"Mar 9, 2008",LAL (44-19),SAS (43-19),HOU (42-20) T3,NOH (42-20) T3,UTA (42-22),PHO (41-22),DAL (40-23),GSW (39-23),DEN (37-25),POR (33-30),SAC (28-35),LAC (20-41),SEA (16-47),MEM (15-47),MIN (14-48),2008
"Mar 10, 2008",LAL (44-19) T1,SAS (44-19) T1,HOU (43-20),NOH (42-20),UTA (42-22),PHO (41-22),DAL (41-23),GSW (39-23),DEN (37-26),POR (33-31),SAC (28-35),LAC (21-41),SEA (16-47),MEM (15-47),MIN (14-48),2008
