date,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,season
"Jan 31, 2009",BOS (39-9),CLE (36-9),ORL (35-10),ATL (27-20),DET (25-20),MIA (25-21),PHI (23-23),MIL (24-27),NYK (21-25),CHI (21-27) T10,NJN (21-27) T10,CHA (19-28),IND (19-29) T13,TOR (19-29) T13,WAS (10-37),2009
"Feb 1, 2009",BOS (40-9),CLE (37-9),ORL (36-10),ATL (27-20),DET (25-21) T5,MIA (25-21) T5,PHI (23-23),MIL (24-27),NYK (21-25),CHI (21-27) T10,NJN (21-27) T10,CHA (19-28),IND (19-29),TOR (19-30),WAS (10-37),2009
"Feb 2, 2009",BOS (40-9),CLE (37-9),ORL (36-11),ATL (27-20),MIA (26-21),DET (25-21),PHI (23-23),MIL (24-27),NYK (21-26),CHI (21-27) T10,NJN (21-27) T10,CHA (19-29) T12,IND (19-29) T12,TOR (19-30),WAS (10-38),2009
"Feb 3, 2009",BOS (41-9),CLE (38-9),ORL (36-11),ATL (27-20),MIA (26-21),DET (25-21),PHI (23-24),MIL (24-28),NJN (22-27),NYK (21-26),CHI (21-28),CHA (19-29),IND (19-30),TOR (19-31),WAS (10-38),2009
"Feb 4, 2009",BOS (41-9),CLE (39-9),ORL (37-11),ATL (28-20),DET (26-21),MIA (26-22),PHI (23-24),MIL (24-28),NJN (23-27),CHI (22-28),NYK (21-27),CHA (19-29),IND (19-30),TOR (19-32),WAS (10-39),2009
"Feb 5, 2009",CLE (39-9),BOS (41-10),ORL (37-11),ATL (28-20),DET (26-21),MIA (26-22),PHI (24-24),MIL (24-28),NJN (23-27),CHI (22-28),NYK (21-27),CHA (19-29),IND (19-31),TOR (19-32),WAS (10-39),2009
"Feb 6, 2009",CLE (39-9),BOS (42-10),ORL (37-12),ATL (29-20),DET (26-21),MIA (26-22),PHI (24-24),MIL (24-28),NJN (23-27),CHI (22-28),NYK (21-28),IND (20-31),CHA (19-30),TOR (19-33),WAS (10-40),2009
"Feb 7, 2009",CLE (39-9),BOS (42-10),ORL (37-12),ATL (29-21),DET (27-21),MIA (26-23),PHI (25-24),NJN (24-27),MIL (24-29),CHI (22-29),NYK (21-28),IND (20-31),CHA (19-30),TOR (19-34),WAS (10-40),2009
"Feb 8, 2009",CLE (39-10),BOS (42-11),ORL (38-12),ATL (29-21),DET (27-22),MIA (27-23),PHI (25-24),NJN (24-28),MIL (24-29),CHI (22-29),NYK (21-29),IND (20-32),CHA (19-31),TOR (19-34),WAS (11-40),2009
"Feb 9, 2009",CLE (39-10),BOS (42-11),ORL (38-12),ATL (29-21),DET (27-22),MIA (27-23),PHI (26-24),MIL (25-29),NJN (24-28),CHI (22-29),NYK (21-29),CHA (20-31),IND (20-32),TOR (19-34),WAS (11-40),2009
"Feb 10, 2009",BOS (42-11),CLE (39-11),ORL (38-12),ATL (30-21),DET (27-23),MIA (27-24),PHI (26-24),MIL (25-29),NJN (24-29),CHI (23-29),NYK (21-30),IND (21-32),CHA (20-31),TOR (20-34),WAS (11-41),2009
"Feb 11, 2009",BOS (43-11),CLE (40-11),ORL (38-13),ATL (31-21),DET (27-24) T5,MIA (27-24) T5,PHI (27-24) T5,MIL (26-29),NJN (24-29),CHI (23-29),CHA (21-31) T11,NYK (21-31) T11,IND (21-33),TOR (21-34),WAS (11-42),2009
"Feb 12, 2009",BOS (44-11),CLE (40-11),ORL (38-13),ATL (31-21),MIA (28-24),DET (27-24) T6,PHI (27-24) T6,MIL (26-29),NJN (24-29),CHI (23-30),CHA (21-31) T11,NYK (21-31) T11,IND (21-33),TOR (21-34),WAS (11-42),2009
"Feb 17, 2009",BOS (44-11),CLE (40-11),ORL (39-13),ATL (31-22),MIA (28-24),DET (27-25) T6,PHI (27-25) T6,MIL (27-29),NJN (24-30),CHI (23-30),NYK (22-31),IND (22-33),CHA (21-32),TOR (21-34),WAS (12-42),2009
"Feb 18, 2009",BOS (44-11),CLE (41-11),ORL (39-14),ATL (32-22),MIA (28-25),DET (27-25),PHI (27-26),MIL (27-30),CHI (24-30),NJN (24-31),NYK (22-31),CHA (22-32),IND (22-34),TOR (21-35),WAS (12-42),2009
"Feb 19, 2009",CLE (41-11),BOS (44-12),ORL (39-14),ATL (32-22),MIA (28-25),DET (27-26) T6,PHI (27-26) T6,MIL (27-30),CHI (24-30),NJN (24-31),NYK (22-31),CHA (22-32),IND (22-34),TOR (21-35),WAS (12-42),2009
"Feb 20, 2009",CLE (42-11),BOS (44-12),ORL (40-14),ATL (32-23),MIA (28-25),DET (27-26) T6,PHI (27-26) T6,MIL (27-31),CHI (25-30),NJN (24-32),NYK (23-31),IND (23-34),CHA (22-33),TOR (21-36),WAS (13-42),2009
"Feb 21, 2009",CLE (42-11),BOS (44-12),ORL (40-14),ATL (32-23),MIA (29-25),DET (27-26),PHI (27-27),MIL (27-31),CHI (25-30),NJN (24-32),NYK (23-31),IND (23-34),CHA (22-33),TOR (21-36),WAS (13-43),2009
"Feb 22, 2009",CLE (43-11),BOS (45-12),ORL (41-14),ATL (32-23),MIA (29-26),DET (27-27) T6,PHI (27-27) T6,MIL (28-31),CHI (25-31),NJN (24-32),NYK (23-32),IND (24-34),CHA (22-34),TOR (22-36),WAS (13-43),2009
"Feb 23, 2009",CLE (43-11),BOS (46-12),ORL (41-14),ATL (32-24),MIA (29-26),DET (27-27),PHI (27-28),MIL (28-31),CHI (25-31),NJN (25-32),NYK (24-32),IND (24-35),CHA (22-34),TOR (22-36),WAS (13-43),2009
"Feb 24, 2009",CLE (44-11),BOS (46-12),ORL (41-15),ATL (32-24),MIA (30-26),DET (27-28) T6,PHI (27-28) T6,MIL (28-31),CHI (26-31),NJN (25-32),NYK (24-32),IND (24-35),TOR (23-36),CHA (22-35),WAS (13-43),2009
"Feb 25, 2009",CLE (44-11),BOS (46-13),ORL (42-15),ATL (32-25),MIA (30-26),PHI (28-28),DET (27-29),MIL (28-32),CHI (26-32) T9,NJN (26-32) T9,NYK (24-33),IND (25-35),CHA (23-35),TOR (23-36),WAS (13-44),2009
"Feb 26, 2009",CLE (44-12),BOS (46-13),ORL (42-15),ATL (32-25),MIA (30-26),PHI (28-28),DET (27-29),MIL (28-32),CHI (26-32) T9,NJN (26-32) T9,NYK (24-33),IND (25-35),CHA (23-35),TOR (23-36),WAS (13-44),2009
"Feb 27, 2009",CLE (45-12),BOS (47-13),ORL (42-16),ATL (33-25),MIA (30-27),PHI (29-28),DET (28-29),MIL (28-33),NJN (26-32),CHI (26-33),NYK (24-34),IND (25-36),CHA (24-35),TOR (23-37),WAS (14-44),2009
"Feb 28, 2009",CLE (45-12),BOS (47-13),ORL (43-16),ATL (33-25),MIA (31-27),PHI (29-29),DET (28-29),MIL (29-33),CHI (27-33),NJN (26-32),CHA (25-35),IND (25-36),NYK (24-35),TOR (23-37),WAS (14-45),2009
"Mar 1, 2009",CLE (46-12),BOS (47-14),ORL (43-16),ATL (33-26),MIA (31-27),DET (29-29) T6,PHI (29-29) T6,MIL (29-33),CHI (27-33),NJN (26-33),IND (26-36),CHA (25-35),NYK (24-35),TOR (23-38),WAS (14-45),2009
"Mar 2, 2009",CLE (47-12),BOS (47-14),ORL (43-16),ATL (34-26),MIA (31-28),DET (29-29),PHI (29-30),MIL (29-33),CHI (27-33),NJN (26-33),IND (26-36),CHA (25-35),NYK (24-35),TOR (23-38),WAS (14-46),2009
"Mar 3, 2009",CLE (47-12),BOS (47-14),ORL (44-16),ATL (34-26),MIA (31-28),DET (30-29),PHI (29-30),MIL (29-34),NJN (27-33),CHI (27-34),IND (27-36),CHA (26-35),NYK (24-35),TOR (23-39),WAS (14-46),2009
"Mar 4, 2009",CLE (48-12),BOS (48-14),ORL (44-16),ATL (34-27),MIA (32-28),DET (30-29),PHI (29-30),MIL (29-35),CHI (28-34),NJN (27-34),CHA (26-35),IND (27-37),NYK (25-35),TOR (23-39),WAS (14-47),2009
"Mar 5, 2009",CLE (48-12),BOS (48-14),ORL (44-16),ATL (34-27),MIA (32-28),DET (30-29),PHI (29-30),MIL (29-35),CHI (28-34),NJN (27-34),CHA (26-35),IND (27-37),NYK (25-35),TOR (23-39),WAS (14-47),2009
"Mar 6, 2009",CLE (48-13),BOS (49-14),ORL (45-16),ATL (34-28),MIA (33-28),DET (31-29),PHI (29-30),CHI (29-34),MIL (29-36),CHA (27-35) T10,NJN (27-35) T10,IND (27-37),NYK (25-35),TOR (23-40),WAS (14-48),2009
"Mar 7, 2009",CLE (49-13),BOS (49-14),ORL (45-16),ATL (35-28),MIA (33-29),DET (31-30),PHI (30-30),CHI (29-34),MIL (30-36),CHA (28-35),NJN (27-35),IND (28-37),NYK (25-36),TOR (23-40),WAS (14-49),2009
"Mar 8, 2009",CLE (49-13),BOS (49-15),ORL (46-16),ATL (35-28),MIA (33-29),DET (31-30),PHI (30-31),CHI (29-34),MIL (30-36),CHA (28-35) T10,NJN (28-35) T10,IND (28-37),NYK (25-37),TOR (23-41),WAS (14-49),2009
"Mar 9, 2009",CLE (49-13),BOS (49-15),ORL (46-17),ATL (36-28),MIA (34-29),DET (32-30),PHI (30-31),MIL (30-36),CHI (29-35),CHA (28-35) T10,NJN (28-35) T10,IND (28-37),NYK (25-37),TOR (23-41),WAS (15-49),2009
"Mar 10, 2009",CLE (50-13),BOS (49-15),ORL (46-17),ATL (36-28),MIA (34-29),DET (32-30),PHI (30-31),CHI (29-35),MIL (30-37),NJN (28-35),CHA (28-36),IND (28-38),NYK (26-37),TOR (23-41),WAS (15-49),2009
"Mar 11, 2009",CLE (50-13),BOS (49-16),ORL (47-17),ATL (37-28),MIA (35-29),DET (32-31),PHI (31-31),MIL (30-37),CHI (29-36),CHA (28-36) T10,NJN (28-36) T10,IND (28-38),NYK (27-37),TOR (23-42),WAS (15-50),2009
"Mar 12, 2009",CLE (51-13),BOS (49-16),ORL (47-17),ATL (37-28),MIA (35-29),DET (32-31),PHI (31-31),MIL (30-37),CHI (29-36),CHA (28-36) T10,NJN (28-36) T10,IND (28-38),NYK (27-37),TOR (23-42),WAS (15-50),2009
"Mar 13, 2009",CLE (52-13),BOS (50-16),ORL (48-17),ATL (38-28),MIA (35-29),DET (33-31),PHI (32-31),MIL (30-38),CHI (29-37),CHA (28-37) T10,NJN (28-37) T10,NYK (28-37) T10,IND (28-39),TOR (23-43),WAS (15-51),2009
"Mar 14, 2009",CLE (52-13),BOS (50-16),ORL (48-17),ATL (38-28),MIA (36-29),DET (33-31),PHI (32-31),CHI (30-37),MIL (30-38),NJN (28-37) T10,NYK (28-37) T10,CHA (28-38),IND (28-39),TOR (23-43),WAS (15-51),2009
"Mar 15, 2009",CLE (53-13),BOS (50-17),ORL (49-17),ATL (39-28),MIA (36-30),PHI (33-31),DET (33-32),MIL (31-38),CHI (30-37),CHA (28-38) T10,NJN (28-38) T10,NYK (28-38) T10,IND (28-40),TOR (24-43),WAS (16-51),2009
"Mar 16, 2009",CLE (53-13),BOS (50-17),ORL (49-17),ATL (39-28),MIA (36-30),PHI (33-31),DET (33-32),MIL (31-38),CHI (30-37),CHA (29-38),NYK (28-38),NJN (28-39),IND (28-40),TOR (24-44),WAS (16-51),2009
"Mar 17, 2009",CLE (54-13),BOS (50-18),ORL (49-18),ATL (40-28),MIA (36-30),PHI (34-31),DET (33-33),CHI (31-37),MIL (31-38),CHA (29-38),NYK (28-38),NJN (28-39),IND (28-40),TOR (24-44),WAS (16-52),2009
"Mar 18, 2009",CLE (54-13),BOS (51-18),ORL (50-18),ATL (40-28),MIA (36-31),PHI (34-32),DET (33-34),CHI (32-37),MIL (31-39),CHA (30-38),NJN (29-39),NYK (28-39),IND (28-41),TOR (24-44),WAS (16-53),2009
"Mar 19, 2009",CLE (55-13),BOS (51-18),ORL (50-18),ATL (41-28),MIA (36-31),PHI (34-32),DET (33-34),CHI (32-37),MIL (31-39),CHA (30-38),NJN (29-39),NYK (28-39),IND (28-41),TOR (24-44),WAS (16-53),2009
"Mar 20, 2009",CLE (55-13),BOS (52-18),ORL (50-18),ATL (41-28),MIA (36-32),PHI (34-33),DET (34-34),CHI (32-37),CHA (31-38),MIL (31-39),NJN (30-39),NYK (28-40),IND (28-42),TOR (24-45),WAS (16-54),2009
"Mar 21, 2009",CLE (56-13),BOS (53-18),ORL (51-18),ATL (41-29),MIA (36-32),PHI (34-33),DET (34-34),CHI (32-38),CHA (31-39),MIL (31-40),NJN (30-39),IND (29-42),NYK (28-41),TOR (24-45),WAS (16-55),2009
"Mar 22, 2009",CLE (57-13),BOS (53-18),ORL (51-18),ATL (41-29),MIA (37-32),PHI (35-33),DET (34-35),CHI (32-38),CHA (31-39),MIL (31-40),NJN (30-40),IND (29-42),NYK (28-41),TOR (25-45),WAS (16-55),2009
"Mar 23, 2009",CLE (57-13),BOS (54-18),ORL (52-18),ATL (42-29),MIA (38-32),PHI (36-33),DET (34-35),CHI (33-38),CHA (31-39),MIL (31-40),NJN (30-40),IND (29-42),NYK (28-42),TOR (25-45),WAS (16-56),2009
"Mar 24, 2009",CLE (57-13),BOS (54-18),ORL (52-18),ATL (42-29),MIA (38-32),PHI (36-33),DET (34-36),CHI (34-38),CHA (31-39),MIL (31-40),NJN (30-40),IND (29-42),NYK (28-42),TOR (25-45),WAS (16-56),2009
"Mar 25, 2009",CLE (58-13),ORL (53-18),BOS (54-19),ATL (42-30),MIA (38-33),PHI (37-33),DET (34-36),CHI (34-38),CHA (31-40),MIL (31-41),NJN (30-41),IND (30-42),NYK (28-43),TOR (26-45),WAS (17-56),2009
"Mar 26, 2009",CLE (58-13),ORL (53-18),BOS (54-19),ATL (42-30),PHI (37-33),MIA (38-34),CHI (35-38),DET (34-37),CHA (31-40),MIL (31-41),NJN (30-41),IND (30-42),NYK (28-43),TOR (26-45),WAS (17-56),2009
"Mar 27, 2009",CLE (59-13),ORL (54-18),BOS (55-19),ATL (42-31),MIA (38-34),PHI (37-34),CHI (35-38),DET (34-37),CHA (32-40),MIL (31-42),IND (30-42) T11,NJN (30-42) T11,NYK (29-43),TOR (27-45),WAS (17-56),2009
"Mar 28, 2009",CLE (59-13),ORL (54-18),BOS (55-19),ATL (42-31),MIA (39-34),PHI (37-34),CHI (36-38),DET (35-37),CHA (33-40),MIL (31-43),NJN (30-42),IND (30-43),NYK (29-44),TOR (27-45),WAS (17-57),2009
"Mar 29, 2009",CLE (60-13),ORL (54-18),BOS (56-19),ATL (43-31),MIA (39-34),PHI (37-35),DET (36-37),CHI (36-39),CHA (33-40),IND (31-43) T10,MIL (31-43) T10,NJN (30-43),NYK (29-44),TOR (28-45),WAS (17-58),2009
"Mar 30, 2009",CLE (60-13),ORL (55-18),BOS (56-19),ATL (43-31),MIA (39-35),PHI (37-35),DET (36-37),CHI (36-39),CHA (33-40),MIL (32-43),IND (31-43),NJN (30-44),NYK (29-45),TOR (28-45),WAS (17-58),2009
"Mar 31, 2009",CLE (61-13),ORL (55-18),BOS (56-19),ATL (43-32),MIA (39-35),PHI (38-35),DET (36-38),CHI (36-40),CHA (34-40),IND (32-43) T10,MIL (32-43) T10,NJN (30-44),NYK (29-46),TOR (28-45),WAS (17-58),2009
"Apr 1, 2009",CLE (61-13),BOS (57-19),ORL (55-19),ATL (43-32),PHI (38-35),MIA (39-36),DET (36-39),CHI (36-40),CHA (34-41),IND (32-43),MIL (32-44),NJN (31-44),TOR (29-45),NYK (29-46),WAS (17-59),2009
"Apr 2, 2009",CLE (61-14),BOS (57-19),ORL (55-19),ATL (43-32),PHI (39-35),MIA (39-36),DET (36-39),CHI (36-40),CHA (34-41),IND (32-43),MIL (32-45),NJN (31-44),TOR (29-45),NYK (29-46),WAS (18-59),2009
"Apr 3, 2009",CLE (61-15),BOS (58-19),ORL (56-19),ATL (43-33),PHI (39-35),MIA (40-36),DET (36-39),CHI (36-40),CHA (34-42),IND (32-44),MIL (32-45),NJN (31-44),TOR (29-45),NYK (29-46),WAS (18-59),2009
"Apr 4, 2009",CLE (61-15),BOS (58-19),ORL (57-19),ATL (43-34),PHI (40-35),MIA (41-36),CHI (37-40),DET (36-40),CHA (34-42),IND (32-44),MIL (32-46),NJN (31-45),TOR (30-45),NYK (29-47),WAS (18-60),2009
"Apr 5, 2009",CLE (62-15),BOS (58-19),ORL (57-19),ATL (43-34),MIA (41-36),PHI (40-36),CHI (37-40) T7,DET (37-40) T7,CHA (34-43),IND (33-44),NJN (32-45),MIL (32-46),TOR (30-46),NYK (30-47),WAS (18-60),2009
"Apr 7, 2009",CLE (62-15),BOS (58-19),ORL (57-20),ATL (44-34),MIA (41-37),PHI (40-37),CHI (38-40),DET (37-40),CHA (35-43),IND (33-44),NJN (32-45),MIL (32-46),TOR (30-47),NYK (30-48),WAS (18-60),2009
"Apr 8, 2009",CLE (63-15),BOS (59-19),ORL (58-20),ATL (45-34),MIA (41-37),PHI (40-37),CHI (38-40) T7,DET (38-40) T7,CHA (35-43),IND (34-44),NJN (32-46),MIL (32-47),TOR (30-48),NYK (30-49),WAS (18-61),2009
"Apr 9, 2009",CLE (63-15),BOS (59-19),ORL (58-20),ATL (45-34),MIA (41-37),PHI (40-38),CHI (39-40),DET (38-40),CHA (35-43),IND (34-44),NJN (32-46),MIL (32-47),TOR (30-48),NYK (30-49),WAS (18-61),2009
"Apr 10, 2009",CLE (64-15),BOS (60-19),ORL (58-21),ATL (46-34),MIA (41-38),PHI (40-39),CHI (39-40) T7,DET (39-40) T7,CHA (35-44),IND (34-45),MIL (32-47) T11,NJN (32-47) T11,NYK (31-49),TOR (30-49),WAS (19-61),2009
"Apr 11, 2009",CLE (64-15),BOS (60-19),ORL (58-22),ATL (46-34),MIA (41-38),PHI (40-39),CHI (40-40),DET (39-41),CHA (35-45) T9,IND (35-45) T9,MIL (33-47) T11,NJN (33-47) T11,NYK (31-49),TOR (30-49),WAS (19-61),2009
"Apr 12, 2009",CLE (65-15),BOS (60-20),ORL (58-22),ATL (46-34),MIA (42-38),CHI (40-40) T6,PHI (40-40) T6,DET (39-41),CHA (35-45) T9,IND (35-45) T9,MIL (33-47) T11,NJN (33-47) T11,TOR (31-49),NYK (31-50),WAS (19-61),2009
"Apr 13, 2009",CLE (66-15),BOS (60-20),ORL (58-23),ATL (46-34),MIA (42-38),CHI (41-40),PHI (40-40),DET (39-42),CHA (35-46) T9,IND (35-46) T9,MIL (34-47) T11,NJN (34-47) T11,TOR (32-49),NYK (31-50),WAS (19-62),2009
"Apr 14, 2009",CLE (66-15),BOS (61-20),ORL (58-23),ATL (47-34),MIA (42-39),CHI (41-40),PHI (40-41),DET (39-42),CHA (35-46) T9,IND (35-46) T9,MIL (34-47) T11,NJN (34-47) T11,TOR (32-49),NYK (31-50),WAS (19-62),2009
"Apr 15, 2009",CLE (66-16),BOS (62-20),ORL (59-23),ATL (47-35),MIA (43-39),CHI (41-41) T6,PHI (41-41) T6,DET (39-43),IND (36-46),CHA (35-47),MIL (34-48) T11,NJN (34-48) T11,TOR (33-49),NYK (32-50),WAS (19-63),2009
"Oct 30, 2009",BOS (3-0) T1,ATL (2-0) T1,MIA (2-0) T1,ORL (2-0) T1,CHA (1-1) T5,CHI (1-1) T5,DET (1-1) T5,PHI (1-1) T5,TOR (1-1) T5,WAS (1-1) T5,CLE (1-2),IND (0-2) T12,MIL (0-1) T12,NJN (0-2) T12,NYK (0-2) T12,2010
"Oct 31, 2009",BOS (3-0) T1,ATL (2-0) T1,MIA (2-0) T1,ORL (2-0) T1,PHI (2-1) T5,WAS (2-1) T5,CLE (2-2) T7,CHI (1-1) T7,MIL (1-1) T7,TOR (1-1) T7,CHA (1-2) T11,DET (1-2) T11,IND (0-2) T13,NJN (0-3) T13,NYK (0-3) T13,2010
"Nov 1, 2009",BOS (4-0) T1,MIA (3-0) T1,ORL (3-0) T1,ATL (2-1) T4,PHI (2-1) T4,WAS (2-1) T4,CLE (2-2) T7,MIL (1-1) T7,CHA (1-2) T9,CHI (1-2) T9,DET (1-2) T9,TOR (1-2) T9,IND (0-2) T13,NJN (0-3) T13,NYK (0-3) T13,2010
"Nov 2, 2009",BOS (4-0) T1,MIA (3-0) T1,ORL (3-0) T1,ATL (2-1) T4,PHI (2-1) T4,WAS (2-1) T4,CHA (2-2) T7,CLE (2-2) T7,MIL (1-1) T7,CHI (1-2) T10,DET (1-2) T10,TOR (1-2) T10,NYK (1-3),IND (0-2) T14,NJN (0-4) T14,2010
"Nov 3, 2009",BOS (5-0),ATL (3-1) T2,MIA (3-1) T2,ORL (3-1) T2,CLE (3-2),CHA (2-2) T6,CHI (2-2) T6,DET (2-2) T6,PHI (2-2) T6,WAS (2-2) T6,MIL (1-2) T11,TOR (1-2) T11,NYK (1-3),IND (0-3) T14,NJN (0-4) T14,2010
"Nov 4, 2009",BOS (6-0),ATL (4-1) T2,MIA (4-1) T2,ORL (4-1) T2,CLE (3-2),CHA (2-2) T6,CHI (2-2) T6,PHI (2-2) T6,TOR (2-2) T6,DET (2-3) T10,WAS (2-3) T10,MIL (1-2),IND (1-3),NYK (1-4),NJN (0-5),2010
"Nov 5, 2009",BOS (6-0),ATL (4-1) T2,MIA (4-1) T2,ORL (4-1) T2,CHI (3-2),CLE (3-3) T6,CHA (2-2) T6,PHI (2-2) T6,TOR (2-2) T6,DET (2-3) T10,WAS (2-3) T10,MIL (1-2),IND (1-3),NYK (1-4),NJN (0-5),2010
"Nov 6, 2009",BOS (6-1),MIA (5-1) T2,ORL (5-1) T2,ATL (4-2),CHA (3-2) T5,CHI (3-2) T5,PHI (3-2) T5,TOR (3-2) T5,CLE (4-3),MIL (2-2),IND (2-3),DET (2-4) T12,WAS (2-4) T12,NYK (1-5),NJN (0-6),2010
"Nov 7, 2009",BOS (7-1),MIA (5-1) T2,ORL (5-1) T2,ATL (5-2),CHI (4-2),MIL (3-2) T6,PHI (3-2) T6,CLE (4-3),CHA (3-3) T9,TOR (3-3) T9,IND (2-3),DET (2-4) T12,WAS (2-4) T12,NYK (1-6),NJN (0-7),2010
"Nov 8, 2009",BOS (7-1),MIA (5-1),ATL (5-2) T3,ORL (5-2) T3,CHI (4-2),MIL (3-2),CLE (4-3),CHA (3-3) T8,PHI (3-3) T8,TOR (3-3) T8,DET (3-4),IND (2-3),WAS (2-5),NYK (1-6),NJN (0-7),2010
"Nov 9, 2009",BOS (7-1),MIA (5-1),ATL (5-2) T3,ORL (5-2) T3,CHI (4-2),MIL (3-2),CLE (4-3),CHA (3-3),DET (3-4) T9,PHI (3-4) T9,TOR (3-4) T9,IND (2-3),WAS (2-5),NYK (1-7),NJN (0-7),2010
"Nov 10, 2009",BOS (7-1),MIA (6-1),ORL (6-2),ATL (5-2),MIL (3-2),CHI (4-3) T6,CLE (4-3) T6,CHA (3-4) T8,DET (3-4) T8,PHI (3-4) T8,TOR (3-4) T8,IND (2-3),WAS (2-6),NYK (1-7),NJN (0-7),2010
"Nov 11, 2009",BOS (8-1),MIA (6-1),ATL (6-2),ORL (6-3) T4,MIL (4-2) T4,CLE (5-3),CHI (4-4) T7,DET (4-4) T7,PHI (4-4) T7,TOR (4-4) T7,IND (3-3) T7,CHA (3-5),WAS (2-6),NYK (1-8),NJN (0-8),2010
"Nov 12, 2009",BOS (8-1),ATL (6-2) T2,MIA (6-2) T2,CLE (6-3) T4,ORL (6-3) T4,MIL (4-2) T4,CHI (4-4) T7,DET (4-4) T7,PHI (4-4) T7,TOR (4-4) T7,IND (3-3) T7,CHA (3-5),WAS (2-6),NYK (1-8),NJN (0-8),2010
"Nov 13, 2009",BOS (8-2),ATL (7-2),MIA (6-2),ORL (7-3),CLE (6-3) T5,MIL (4-2) T5,TOR (5-4),CHI (4-4) T8,DET (4-4) T8,IND (3-3) T8,PHI (4-5),CHA (3-5),WAS (2-6),NYK (1-9),NJN (0-9),2010
"Nov 14, 2009",ATL (8-2),MIA (7-2),BOS (8-3),MIL (5-2),CLE (7-3) T5,ORL (7-3) T5,IND (4-3),CHI (5-4) T8,DET (5-4) T8,TOR (5-4) T8,PHI (4-6),CHA (3-6),WAS (2-7),NYK (1-9),NJN (0-10),2010
"Nov 15, 2009",ATL (8-2),MIA (7-2),BOS (8-3),MIL (5-2),CLE (7-3) T5,ORL (7-3) T5,IND (4-3),CHI (5-4),DET (5-5) T9,TOR (5-5) T9,PHI (4-6),CHA (3-6),WAS (2-7),NYK (1-9),NJN (0-10),2010
"Nov 16, 2009",ATL (9-2),MIA (7-2),BOS (8-3) T3,ORL (8-3) T3,CLE (7-3),MIL (5-3),IND (4-3),CHI (5-4),DET (5-5) T9,TOR (5-5) T9,PHI (4-6),CHA (3-7),WAS (2-7),NYK (1-9),NJN (0-10),2010
"Nov 17, 2009",ATL (9-2),BOS (8-3) T2,CLE (8-3) T2,ORL (8-3) T2,MIA (7-3),IND (5-3) T6,MIL (5-3) T6,CHI (6-4),DET (5-6) T9,TOR (5-6) T9,PHI (4-6),CHA (3-7),WAS (2-7),NYK (1-9),NJN (0-11),2010
"Nov 18, 2009",ATL (10-2),BOS (9-3) T2,ORL (9-3) T2,CLE (8-4) T4,MIL (6-3) T4,MIA (7-4),CHI (6-4),IND (5-4),PHI (5-6),DET (5-7) T10,TOR (5-7) T10,WAS (3-7),CHA (3-8),NYK (2-9),NJN (0-12),2010
"Nov 19, 2009",ATL (10-2),BOS (9-3) T2,ORL (9-3) T2,CLE (8-4) T4,MIL (6-3) T4,MIA (7-4),IND (5-4),CHI (6-5),PHI (5-6),DET (5-7) T10,TOR (5-7) T10,WAS (3-7),CHA (3-8),NYK (2-9),NJN (0-12),2010
"Nov 20, 2009",ATL (11-2),ORL (10-3),MIL (7-3),BOS (9-4) T4,CLE (9-4) T4,MIA (7-5),CHI (6-5),IND (5-5),TOR (6-7),DET (5-7) T10,PHI (5-7) T10,WAS (3-8),CHA (3-9),NYK (2-9),NJN (0-12),2010
"Nov 21, 2009",ATL (11-3),ORL (10-3),MIL (8-3),CLE (10-4),BOS (9-4),MIA (7-5),CHI (6-6) T7,IND (5-5) T7,TOR (6-7),DET (5-8) T10,PHI (5-8) T10,CHA (3-9) T12,NYK (3-9) T12,WAS (3-9) T12,NJN (0-13),2010
"Nov 22, 2009",ATL (11-3) T1,ORL (11-3) T1,MIL (8-3),BOS (10-4) T4,CLE (10-4) T4,MIA (8-5),CHI (6-6),IND (5-6),TOR (6-8),PHI (5-8),DET (5-9),CHA (4-9),WAS (3-9),NYK (3-10),NJN (0-13),2010
"Nov 23, 2009",ATL (11-3) T1,ORL (11-3) T1,BOS (10-4) T3,CLE (10-4) T3,MIL (8-4),MIA (8-5),CHI (6-7),IND (5-6),TOR (6-8),PHI (5-8),DET (5-9),CHA (4-9),WAS (3-9),NYK (3-10),NJN (0-13),2010
"Nov 24, 2009",ATL (11-3) T1,ORL (11-3) T1,BOS (10-4) T3,CLE (10-4) T3,MIL (8-4),MIA (8-5),TOR (7-8),CHI (6-7),IND (5-7),DET (5-9) T10,PHI (5-9) T10,CHA (4-9) T12,WAS (4-9) T12,NYK (3-11),NJN (0-14),2010
"Nov 25, 2009",ATL (11-3),BOS (11-4) T2,CLE (11-4) T2,ORL (11-4) T2,MIA (9-5),MIL (8-5),CHI (6-7) T7,IND (6-7) T7,TOR (7-9),CHA (5-9),DET (5-10) T11,PHI (5-10) T11,WAS (4-9),NYK (3-12),NJN (0-15),2010
"Nov 26, 2009",ORL (12-4),ATL (11-4) T2,BOS (11-4) T2,CLE (11-4) T2,MIA (9-5),MIL (8-5),IND (6-7),TOR (7-9),CHI (6-8),CHA (5-9),DET (5-10) T11,PHI (5-10) T11,WAS (4-9),NYK (3-12),NJN (0-15),2010
